sent_time	Unnamed: 0	Unnamed: 0.1	sender_id	Code Contribution	Knowledge Sharing	Patch Posting	Progress Control	Acknowledgement and Response	Composite Index	Rank	Status	comb_2	comb_3	is_triage	is_bug_fix	is_controversial
2020-08-20 09:36:00+00:00	24091.0	24091.0	0.0	0.2627436265986486	0.0024157704339395	0.0009693860509293	0.032951424338166	0.0227038736146345	0.321784081036318	24092.0	Below	2.0	5.0	0	0	1
2020-08-20 09:37:00+00:00	22403.0	22403.0	0.0	0.2836990086266678	0.0009555328422565	0.0006527765859415	0.0362396435183553	0.0223954678213674	0.3439424293945887	22404.0	Below	2.0	5.0	0	0	1
2020-08-20 09:38:00+00:00	24070.0	24070.0	0.0	0.2833510264133625	0.0008855959371463	0.0007553791342742	0.0146096587569923	0.0224640754634395	0.322065735705215	24071.0	Below	3.0	5.0	0	0	1
2020-08-20 09:39:00+00:00	23999.0	23999.0	0.0	0.2675988118898502	0.0034817162785673	0.0005420903232124	0.0289658078811696	0.0226002332141543	0.323188659586954	24000.0	Below	2.0	5.0	0	0	1
2020-08-20 09:40:00+00:00	24069.0	24069.0	0.0	0.2654093168000291	0.0017510862421217	0.0005861699026661	0.0310362485370065	0.0232880409977782	0.3220708624796018	24070.0	Below	2.0	5.0	0	0	1
2020-08-20 09:41:00+00:00	23108.0	23108.0	0.0	0.2808496168904548	0.0015680290416746	0.0005763053277124	0.0283644979771233	0.0238505370947382	0.3352089863317035	23109.0	Below	2.0	5.0	0	0	1
2020-08-20 09:42:00+00:00	23222.0	23222.0	0.0	0.2659884798298682	0.0008986483999881	0.0008155638247797	0.0443308088315963	0.0218546566686938	0.3338881575549262	23223.0	Below	2.0	5.0	0	0	1
2020-08-20 09:43:00+00:00	23531.0	23531.0	0.0	0.2814045106689836	0.0017315229869182	0.0007131337713876	0.0225193681129611	0.0234541595865658	0.3298226951268165	23532.0	Below	3.0	5.0	0	0	1
2020-08-20 09:44:00+00:00	24560.0	24560.0	0.0	0.259991748529174	0.0009025663078289	0.000780183750075	0.0272677595600818	0.0222618197289763	0.3112040778761362	24561.0	Below	2.0	5.0	0	0	1
2020-08-20 09:45:00+00:00	22451.0	22451.0	0.0	0.2866209368109844	0.0010250247880558	0.0005359632398796	0.0312955463508251	0.023786722901957	0.3432641940917021	22452.0	Below	2.0	5.0	0	0	1
2020-08-20 09:46:00+00:00	23765.0	23765.0	0.0	0.2757193717101305	0.0010160693569947	0.0006068687120539	0.025277674025353	0.0240167069422897	0.326636690746822	23766.0	Below	2.0	5.0	0	0	1
2020-08-20 09:47:00+00:00	22740.0	22740.0	0.0	0.2779141959345206	0.0011313759917566	0.0009250754653019	0.037433040439949	0.0222614032260542	0.3396650910575824	22741.0	Below	2.0	5.0	0	0	1
