sender_id,sent_time,Code Contribution,Knowledge Sharing,Patch Posting,Progress Control,Acknowledgement and Response,Role
0,2020-08-20 09:35:52,0.8837853221080865,0.0091938581486612,0.004838108967707,0.1876696511824295,0.2648625931411011,1
0,2020-08-20 09:35:55,0.8938067472461253,0.006426554179638,0.0055918999347448,0.2200464641186704,0.2550847931316526,1
0,2020-08-20 09:36:02,0.8754372495557601,0.0036367652304096,0.0036898652604421,0.1143908878383026,0.2692324471189414,1
0,2020-08-20 09:36:06,0.8088280728206724,0.0037699587888227,0.0048408140677881,0.1310275596222908,0.2693176465737029,1
0,2020-08-20 09:36:09,0.8400269159303086,0.0055372023560102,0.0029734878089588,0.1413675083338187,0.2753365271971786,1
0,2020-08-20 09:36:40,0.9108580516903776,0.00228136868414,0.0061869823519806,0.2122377421054333,0.2615531444573296,1
0,2020-08-20 09:36:44,0.8492112716373313,0.0064355108251136,0.0034056196124705,0.2646158745405785,0.2937843159571719,1
0,2020-08-20 09:36:49,0.8733934104933286,0.0031438517446191,0.0035828201633824,0.1516562438460499,0.2713477866670403,1
0,2020-08-20 09:37:00,0.8208973029385038,0.0033467104631972,0.0060253609556422,0.1827862594053798,0.2645412534238525,1
0,2020-08-20 09:37:10,0.8565859386393091,0.0035843935108728,0.0047987359651743,0.0979209084767075,0.2667985898194088,1
0,2020-08-20 09:37:16,0.910418469489892,0.0031504481331726,0.0055569873761434,0.111858858485765,0.2731092490899436,1
0,2020-08-20 09:37:52,0.8023492273923936,0.0101810750819057,0.0055547380822738,0.1743343091179488,0.2560253952612064,1
0,2020-08-20 09:37:53,0.9164589547055616,0.00539649188919,0.0032429022690901,0.1226162638984481,0.2735925627284228,1
0,2020-08-20 09:38:05,0.8737230815245512,0.0132164991315272,0.0043461898076225,0.1387840584651554,0.2803532736529658,1
0,2020-08-20 09:38:08,0.8739366564798047,0.0092739833429447,0.0045347605893933,0.1091997407512033,0.2758097594991522,1
0,2020-08-20 09:38:13,0.830922060887535,0.0044180340494605,0.0040283796392566,0.1810830398047909,0.2642594600991194,1
0,2020-08-20 09:38:19,0.8552735293856293,0.0079895257894403,0.0050437411991454,0.1795273134006212,0.2725308798294648,1
0,2020-08-20 09:38:23,0.8768686827069906,0.0046323734512827,0.0048432444422173,0.1481849174635206,0.2824036954074221,1
0,2020-08-20 09:38:36,0.8172221654042662,0.0074229975097052,0.0063972914982479,0.2151351142654904,0.2608863659427894,1
0,2020-08-20 09:38:44,0.8501988833596857,0.0040177695801764,0.0046942113610595,0.1551593269382708,0.2679151703286536,1
0,2020-08-20 09:38:51,0.8593974459483971,0.0028907077151533,0.0034128407623132,0.049339693383583,0.2892881219124101,1
0,2020-08-20 09:38:55,0.8571796392427984,0.0038125329906825,0.0053272720675321,0.1525230505579602,0.2687867523387675,1
0,2020-08-20 09:39:00,0.8725574495472987,0.0066387953603491,0.0047988540814398,0.1644908404065617,0.2747857921542601,1
0,2020-08-20 09:39:22,0.8371111879821399,0.0022480467854142,0.0031346837132011,0.1121239920539008,0.2761532592272556,1
0,2020-08-20 09:39:23,0.8582044104296604,0.0022297901757419,0.0038601032892128,0.24765947249632,0.269425359770848,1
0,2020-08-20 09:39:25,0.8485167301446406,0.010813208350872,0.0033898593965118,0.2135772008464773,0.2722435429534188,1
0,2020-08-20 09:39:28,0.8265610386482121,0.0053189673175478,0.0081973294947856,0.1526960196623021,0.2591965470037336,1
0,2020-08-20 09:39:36,0.876630785510246,0.0028308852407102,0.0033777726086039,0.1793902884983669,0.2745746953685901,1
0,2020-08-20 09:39:40,0.857357504804044,0.0063338859291675,0.0039270502474866,0.1235678815373065,0.2664818190634236,1
0,2020-08-20 09:39:45,0.9343459324708364,0.003577727096095,0.0046596164166343,0.1657085225808264,0.2809130813645535,1
0,2020-08-20 09:39:56,0.8076995718449569,0.0161797230064491,0.0036749179396586,0.293143469035921,0.270207996173182,1
0,2020-08-20 09:40:02,0.7816005322302839,0.0059592959284454,0.0037973283709643,0.2373251547502003,0.2721037384803482,1
0,2020-08-20 09:40:12,0.8360342293834734,0.0056887253170906,0.0041796761485014,0.1666043911160743,0.2697829299341371,1
0,2020-08-20 09:40:15,0.8581840102978889,0.025345589238186,0.0048088849543055,0.1163711560578854,0.2706943668307585,1
0,2020-08-20 09:40:22,0.8179526721431518,0.0055961722114432,0.0044616228365839,0.1281478675133506,0.2704346036978891,1
0,2020-08-20 09:40:54,0.8392733325628751,0.0046130277200546,0.0038244425277565,0.2089602603331918,0.2849211695850276,1
0,2020-08-20 09:41:02,0.8441049989680363,0.0034194944737446,0.0045704431128432,0.0829091708739086,0.27517899332769,1
0,2020-08-20 09:41:10,0.8185947157821862,0.0035588082701371,0.003402297959667,0.1416041926049112,0.2884990186814059,1
0,2020-08-20 09:41:16,0.8830499473712315,0.003783121750215,0.0040280467784027,0.1468034917708785,0.285468837506427,1
0,2020-08-20 09:41:20,0.8423908670152273,0.0047600725929942,0.0032095017926808,0.1966704250296124,0.2863776870228215,1
0,2020-08-20 09:41:33,0.824297245140456,0.0033304885536857,0.0028151946265657,0.1927574075866792,0.295922875383285,1
0,2020-08-20 09:41:36,0.8207257040519371,0.0026733418788156,0.0037288426930325,0.1643697884141756,0.276391119591524,1
0,2020-08-20 09:41:42,0.8951524678361019,0.0045882138276155,0.0036613568070007,0.1455204851441501,0.2832883365290485,1
0,2020-08-20 09:41:49,0.8255251121819255,0.0057733696505663,0.0029457133038354,0.1038596555451729,0.2845131856114486,1
0,2020-08-20 09:41:54,0.8710683136290495,0.0068704200271361,0.0041003596420903,0.1799618800584661,0.2825030363731461,1
0,2020-08-20 09:42:04,0.811013791707876,0.0065659365728371,0.0053183414175453,0.2042421114375039,0.2751829324113163,1
0,2020-08-20 09:42:12,0.8205183629262802,0.0082733875650194,0.0046762271934968,0.2056624518170648,0.2697743096305554,1
0,2020-08-20 09:42:54,0.8733438288579277,0.0037770400344545,0.0023130970492107,0.1292914401379293,0.2952848363638427,1
0,2020-08-20 09:43:35,0.8578375464846658,0.0034246515439262,0.0051130515426653,0.1996194039812995,0.2716282020723636,1
0,2020-08-20 09:43:44,0.8283287474392095,0.0066987312055888,0.005538623903142,0.1169416982350508,0.2780115760491025,1
0,2020-08-20 09:43:58,0.8862109480684742,0.0041295237356848,0.0038420622455219,0.1616090351964113,0.2790783687599388,1
0,2020-08-20 09:44:03,0.9287858580678576,0.0038957742690868,0.0033927644971738,0.1581487362576562,0.2906530248109157,1
0,2020-08-20 09:44:20,0.9158951656106284,0.0030089924680576,0.0028114797563711,0.1855626199866497,0.2879839746151223,1
0,2020-08-20 09:44:36,0.8458624463224316,0.0037767017582451,0.0046912259651743,0.1690758525919513,0.2767027989515744,1
0,2020-08-20 09:44:54,0.8637048238711763,0.0042654434701564,0.005188540915939,0.144105353964182,0.2671781630062932,1
0,2020-08-20 09:44:57,0.8562361320697287,0.0032624507316685,0.004126068251774,0.122073655275916,0.272092226695709,1
0,2020-08-20 09:45:15,0.8337055313503526,0.0038479305002218,0.0045790708345868,0.1850997196864758,0.2866764347300582,1
0,2020-08-20 09:45:22,0.8828468259547294,0.0130767889205471,0.0037605743793343,0.2334854262241716,0.2907482144365539,1
0,2020-08-20 09:45:30,0.8184287492484141,0.0083638352788041,0.0038690624335384,0.2207985041744546,0.2909429388097876,1
